
Linux  zoup.org  2.6.17.8  #1 SMP PREEMPT Thu Aug 17 15:08:28 IRST 2006  i686  08/29/2006

15:38:46  inrecv/s outreq/s indeliver/s forward/s reasmok/s fragcreat/s    _ip_
15:38:47       8.0      8.0         8.0       0.0       0.0         0.0
15:38:48       7.0      9.0         7.0       0.0       0.0         0.0
15:38:49       4.0      4.0         4.0       0.0       0.0         0.0
15:38:50       2.0      3.0         2.0       0.0       0.0         0.0
15:38:51      13.0     13.0        13.0       0.0       0.0         0.0
15:38:52       8.0      9.0         8.0       0.0       0.0         0.0
15:38:53       5.0      5.0         5.0       0.0       0.0         0.0
15:38:54      10.0     10.0        10.0       0.0       0.0         0.0
15:38:55       9.0     11.0         9.0       0.0       0.0         0.0
15:38:56       1.0      1.0         1.0       0.0       0.0         0.0
